lat_box,lng_box,half_year,risk_factor,relative_risk_cleaned,relative_risk_cleaned_truncatedat2
25,80,fall_winter,negative_dry_relative_risk,1.1575091575091574,1.1575091575091574
25,80,spring_summer,positive_wet_relative_risk,0.3461538461538462,0.3461538461538462
25,80,spring_summer,negative_wet_relative_risk,0.9900000000000001,0.9900000000000001
25,80,spring_summer,positive_dry_relative_risk,1.5259026687598116,1.5259026687598116
25,80,spring_summer,negative_dry_relative_risk,0.1542857142857143,0.1542857142857143
25,82.5,fall_winter,positive_wet_relative_risk,0,0
25,82.5,fall_winter,negative_wet_relative_risk,9.452991452991453,2
25,82.5,fall_winter,positive_dry_relative_risk,18,2
25,82.5,fall_winter,negative_dry_relative_risk,18,2
25,82.5,spring_summer,positive_wet_relative_risk,0.4868977176669485,0.4868977176669485
25,82.5,spring_summer,negative_wet_relative_risk,0.3323076923076923,0.3323076923076923
25,82.5,spring_summer,positive_dry_relative_risk,18,2
25,82.5,spring_summer,negative_dry_relative_risk,1,1
25,85,fall_winter,positive_wet_relative_risk,0.8681318681318682,0.8681318681318682
25,85,fall_winter,negative_wet_relative_risk,1.7362637362637363,1.7362637362637363
25,85,fall_winter,positive_dry_relative_risk,2.898224852071006,2
25,85,fall_winter,negative_dry_relative_risk,1.4543063773833007,1.4543063773833007
25,85,spring_summer,positive_wet_relative_risk,0.6593406593406593,0.6593406593406593
25,85,spring_summer,negative_wet_relative_risk,0.87,0.87
25,85,spring_summer,positive_dry_relative_risk,1.7802197802197803,1.7802197802197803
25,85,spring_summer,negative_dry_relative_risk,0,0
25,87.5,fall_winter,positive_wet_relative_risk,0.3314685314685315,0.3314685314685315
25,87.5,fall_winter,negative_wet_relative_risk,1.3504273504273505,1.3504273504273505
25,87.5,fall_winter,positive_dry_relative_risk,1.0417582417582418,1.0417582417582418
25,87.5,fall_winter,negative_dry_relative_risk,1.3504273504273505,1.3504273504273505
25,87.5,spring_summer,positive_wet_relative_risk,0.9841865451621549,0.9841865451621549
25,87.5,spring_summer,negative_wet_relative_risk,1.2117073170731707,1.2117073170731707
25,87.5,spring_summer,positive_dry_relative_risk,9.494505494505496,2
25,87.5,spring_summer,negative_dry_relative_risk,0,0
25,90,fall_winter,positive_wet_relative_risk,0.8102564102564103,0.8102564102564103
25,90,fall_winter,negative_wet_relative_risk,3.6011396011396015,2
25,90,fall_winter,positive_dry_relative_risk,18,2
25,90,fall_winter,negative_dry_relative_risk,18,2
25,90,spring_summer,positive_wet_relative_risk,1.6615384615384616,1.6615384615384616
25,90,spring_summer,negative_wet_relative_risk,1.4040000000000001,1.4040000000000001
25,90,spring_summer,positive_dry_relative_risk,18,2
25,90,spring_summer,negative_dry_relative_risk,1,1
25,92.5,fall_winter,positive_wet_relative_risk,0.18698224852071008,0.18698224852071008
25,92.5,fall_winter,negative_wet_relative_risk,0.7271531886916504,0.7271531886916504
25,92.5,fall_winter,positive_dry_relative_risk,18,2
25,92.5,fall_winter,negative_dry_relative_risk,18,2
25,92.5,spring_summer,positive_wet_relative_risk,0.6446886446886447,0.6446886446886447
25,92.5,spring_summer,negative_wet_relative_risk,0.5333333333333333,0.5333333333333333
25,92.5,spring_summer,positive_dry_relative_risk,18,2
25,92.5,spring_summer,negative_dry_relative_risk,1,1
25,95,spring_summer,positive_wet_relative_risk,2.0084530853761624,2
25,95,spring_summer,negative_wet_relative_risk,0.6646153846153847,0.6646153846153847
25,95,spring_summer,positive_dry_relative_risk,18,2
25,95,spring_summer,negative_dry_relative_risk,1,1
25,95,fall_winter,positive_wet_relative_risk,18,2
25,95,fall_winter,negative_wet_relative_risk,1,1
25,95,fall_winter,positive_dry_relative_risk,1,1
25,95,fall_winter,negative_dry_relative_risk,1,1
25,97.5,spring_summer,positive_wet_relative_risk,18,2
25,97.5,spring_summer,negative_wet_relative_risk,18,2
25,97.5,spring_summer,positive_dry_relative_risk,1,1
25,97.5,spring_summer,negative_dry_relative_risk,1,1
25,100,fall_winter,positive_wet_relative_risk,0.6945054945054946,0.6945054945054946
25,100,fall_winter,negative_wet_relative_risk,0,0
25,100,fall_winter,positive_dry_relative_risk,7.292307692307693,2
25,100,fall_winter,negative_dry_relative_risk,2.700854700854701,2
25,100,spring_summer,positive_wet_relative_risk,1.0748496786232635,1.0748496786232635
25,100,spring_summer,negative_wet_relative_risk,0.6520754716981132,0.6520754716981132
25,100,spring_summer,positive_dry_relative_risk,2.373626373626374,2
25,100,spring_summer,negative_dry_relative_risk,0,0
25,102.5,spring_summer,positive_wet_relative_risk,0,0
25,102.5,spring_summer,negative_wet_relative_risk,1.08,1.08
25,102.5,spring_summer,positive_dry_relative_risk,1,1
25,102.5,spring_summer,negative_dry_relative_risk,1,1
25,105,spring_summer,positive_wet_relative_risk,0.8865351515953926,0.8865351515953926
25,105,spring_summer,negative_wet_relative_risk,0.39036144578313253,0.39036144578313253
25,105,spring_summer,positive_dry_relative_risk,3.164835164835165,2
25,105,spring_summer,negative_dry_relative_risk,0,0
25,105,fall_winter,positive_wet_relative_risk,0.8102564102564103,0.8102564102564103
25,105,fall_winter,negative_wet_relative_risk,0.4501424501424502,0.4501424501424502
25,105,fall_winter,positive_dry_relative_risk,1,1
25,105,fall_winter,negative_dry_relative_risk,18,2
25,107.5,spring_summer,positive_wet_relative_risk,1.0172684458398744,1.0172684458398744
25,107.5,spring_summer,negative_wet_relative_risk,0.3085714285714286,0.3085714285714286
25,107.5,spring_summer,positive_dry_relative_risk,1,1
25,107.5,spring_summer,negative_dry_relative_risk,1,1
25,107.5,fall_winter,positive_wet_relative_risk,1,1
25,107.5,fall_winter,negative_wet_relative_risk,18,2
25,107.5,fall_winter,positive_dry_relative_risk,1,1
25,107.5,fall_winter,negative_dry_relative_risk,1,1
25,110,spring_summer,positive_wet_relative_risk,0.6999154691462384,0.6999154691462384
25,110,spring_summer,negative_wet_relative_risk,0.6646153846153846,0.6646153846153846
25,110,spring_summer,positive_dry_relative_risk,0,0
25,110,spring_summer,negative_dry_relative_risk,0,0
25,110,fall_winter,positive_wet_relative_risk,0.6076923076923078,0.6076923076923078
25,110,fall_winter,negative_wet_relative_risk,0,0
25,110,fall_winter,positive_dry_relative_risk,18,2
25,110,fall_winter,negative_dry_relative_risk,18,2
25,112.5,fall_winter,positive_wet_relative_risk,0,0
25,112.5,fall_winter,negative_wet_relative_risk,0,0
25,112.5,fall_winter,positive_dry_relative_risk,1,1
25,112.5,fall_winter,negative_dry_relative_risk,1,1
25,112.5,spring_summer,positive_wet_relative_risk,1.8989010989010993,1.8989010989010993
25,112.5,spring_summer,negative_wet_relative_risk,0.8640000000000001,0.8640000000000001
25,112.5,spring_summer,positive_dry_relative_risk,1,1
25,112.5,spring_summer,negative_dry_relative_risk,1,1
25,115,spring_summer,positive_wet_relative_risk,0.7912087912087912,0.7912087912087912
25,115,spring_summer,negative_wet_relative_risk,0.6545454545454545,0.6545454545454545
25,115,spring_summer,positive_dry_relative_risk,0,0
25,115,spring_summer,negative_dry_relative_risk,0.16615384615384618,0.16615384615384618
25,115,fall_winter,positive_wet_relative_risk,1.2153846153846155,1.2153846153846155
25,115,fall_winter,negative_wet_relative_risk,0.6752136752136753,0.6752136752136753
25,115,fall_winter,positive_dry_relative_risk,1,1
25,115,fall_winter,negative_dry_relative_risk,18,2
25,117.5,spring_summer,positive_wet_relative_risk,0.8228571428571428,0.8228571428571428
25,117.5,spring_summer,negative_wet_relative_risk,0.46080000000000004,0.46080000000000004
25,117.5,spring_summer,positive_dry_relative_risk,0,0
25,117.5,spring_summer,negative_dry_relative_risk,0,0
25,117.5,fall_winter,positive_wet_relative_risk,0.8102564102564103,0.8102564102564103
25,117.5,fall_winter,negative_wet_relative_risk,1.3504273504273503,1.3504273504273503
25,117.5,fall_winter,positive_dry_relative_risk,1,1
25,117.5,fall_winter,negative_dry_relative_risk,1,1
25,120,fall_winter,positive_wet_relative_risk,1.2153846153846155,1.2153846153846155
25,120,fall_winter,negative_wet_relative_risk,2.0256410256410255,2
25,120,fall_winter,positive_dry_relative_risk,18,2
25,120,fall_winter,negative_dry_relative_risk,1,1
25,120,spring_summer,positive_wet_relative_risk,0.7056727056727057,0.7056727056727057
25,120,spring_summer,negative_wet_relative_risk,0.40864864864864864,0.40864864864864864
25,120,spring_summer,positive_dry_relative_risk,1,1
25,120,spring_summer,negative_dry_relative_risk,1,1
25,125,spring_summer,positive_wet_relative_risk,2.6373626373626373,2
25,125,spring_summer,negative_wet_relative_risk,0.24000000000000002,0.24000000000000002
25,125,spring_summer,positive_dry_relative_risk,0,0
25,125,spring_summer,negative_dry_relative_risk,4.32,2
25,125,fall_winter,positive_wet_relative_risk,1.8230769230769233,1.8230769230769233
25,125,fall_winter,negative_wet_relative_risk,0,0
25,125,fall_winter,positive_dry_relative_risk,18,2
25,125,fall_winter,negative_dry_relative_risk,1,1
25,127.5,spring_summer,positive_wet_relative_risk,1.186813186813187,1.186813186813187
25,127.5,spring_summer,negative_wet_relative_risk,0,0
25,127.5,spring_summer,positive_dry_relative_risk,1,1
25,127.5,spring_summer,negative_dry_relative_risk,1,1
25,140,spring_summer,positive_wet_relative_risk,0,0
25,140,spring_summer,negative_wet_relative_risk,2.16,2
25,140,spring_summer,positive_dry_relative_risk,1,1
25,140,spring_summer,negative_dry_relative_risk,1,1
27.5,-115,spring_summer,positive_wet_relative_risk,0,0
27.5,-115,spring_summer,negative_wet_relative_risk,0,0
27.5,-115,spring_summer,positive_dry_relative_risk,1,1
27.5,-115,spring_summer,negative_dry_relative_risk,1,1
27.5,-115,fall_winter,positive_wet_relative_risk,18,2
27.5,-115,fall_winter,negative_wet_relative_risk,1,1
27.5,-115,fall_winter,positive_dry_relative_risk,1,1
27.5,-115,fall_winter,negative_dry_relative_risk,1,1
27.5,-110,fall_winter,positive_wet_relative_risk,1,1
27.5,-110,fall_winter,negative_wet_relative_risk,1,1
27.5,-110,fall_winter,positive_dry_relative_risk,0.8102564102564103,0.8102564102564103
27.5,-110,fall_winter,negative_dry_relative_risk,2.2507122507122506,2
27.5,-110,spring_summer,positive_wet_relative_risk,0.7912087912087913,0.7912087912087913
27.5,-110,spring_summer,negative_wet_relative_risk,0,0
27.5,-110,spring_summer,positive_dry_relative_risk,0,0
27.5,-110,spring_summer,negative_dry_relative_risk,28.080000000000002,2
27.5,-107.5,fall_winter,positive_wet_relative_risk,18,2
27.5,-107.5,fall_winter,negative_wet_relative_risk,18,2
27.5,-107.5,fall_winter,positive_dry_relative_risk,0.9115384615384616,0.9115384615384616
27.5,-107.5,fall_winter,negative_dry_relative_risk,2.3632478632478633,2
27.5,-107.5,spring_summer,positive_wet_relative_risk,0.5934065934065935,0.5934065934065935
27.5,-107.5,spring_summer,negative_wet_relative_risk,0.54,0.54
27.5,-107.5,spring_summer,positive_dry_relative_risk,0,0
27.5,-107.5,spring_summer,negative_dry_relative_risk,0,0
27.5,-102.5,spring_summer,positive_wet_relative_risk,1,1
27.5,-102.5,spring_summer,negative_wet_relative_risk,1,1
27.5,-102.5,spring_summer,positive_dry_relative_risk,1,1
27.5,-102.5,spring_summer,negative_dry_relative_risk,18,2
27.5,-100,fall_winter,positive_wet_relative_risk,1.2153846153846155,1.2153846153846155
27.5,-100,fall_winter,negative_wet_relative_risk,0,0
27.5,-100,fall_winter,positive_dry_relative_risk,0,0
27.5,-100,fall_winter,negative_dry_relative_risk,0,0
27.5,-100,spring_summer,positive_wet_relative_risk,1.186813186813187,1.186813186813187
27.5,-100,spring_summer,negative_wet_relative_risk,0.27,0.27
27.5,-100,spring_summer,positive_dry_relative_risk,1,1
27.5,-100,spring_summer,negative_dry_relative_risk,18,2
27.5,-97.5,spring_summer,positive_wet_relative_risk,1.7802197802197803,1.7802197802197803
27.5,-97.5,spring_summer,negative_wet_relative_risk,0,0
27.5,-97.5,spring_summer,positive_dry_relative_risk,1,1
27.5,-97.5,spring_summer,negative_dry_relative_risk,1,1
27.5,-95,fall_winter,positive_wet_relative_risk,0.9349112426035503,0.9349112426035503
27.5,-95,fall_winter,negative_wet_relative_risk,0.5886478194170502,0.5886478194170502
27.5,-95,fall_winter,positive_dry_relative_risk,0,0
27.5,-95,fall_winter,negative_dry_relative_risk,1.1253561253561253,1.1253561253561253
27.5,-95,spring_summer,positive_wet_relative_risk,1.3389687235841081,1.3389687235841081
27.5,-95,spring_summer,negative_wet_relative_risk,0.8307692307692307,0.8307692307692307
27.5,-95,spring_summer,positive_dry_relative_risk,3.5604395604395607,2
27.5,-95,spring_summer,negative_dry_relative_risk,35.64,2
27.5,-90,fall_winter,positive_wet_relative_risk,3.241025641025641,2
27.5,-90,fall_winter,negative_wet_relative_risk,0.4501424501424502,0.4501424501424502
27.5,-90,fall_winter,positive_dry_relative_risk,1,1
27.5,-90,fall_winter,negative_dry_relative_risk,1,1
27.5,-90,spring_summer,positive_wet_relative_risk,0.4315684315684316,0.4315684315684316
27.5,-90,spring_summer,negative_wet_relative_risk,0.7854545454545455,0.7854545454545455
27.5,-90,spring_summer,positive_dry_relative_risk,1,1
27.5,-90,spring_summer,negative_dry_relative_risk,1,1
27.5,-85,spring_summer,positive_wet_relative_risk,1,1
27.5,-85,spring_summer,negative_wet_relative_risk,18,2
27.5,-85,spring_summer,positive_dry_relative_risk,1,1
27.5,-85,spring_summer,negative_dry_relative_risk,1,1
27.5,-82.5,fall_winter,positive_wet_relative_risk,1.2153846153846155,1.2153846153846155
27.5,-82.5,fall_winter,negative_wet_relative_risk,0,0
27.5,-82.5,fall_winter,positive_dry_relative_risk,1,1
27.5,-82.5,fall_winter,negative_dry_relative_risk,18,2
27.5,-82.5,spring_summer,positive_wet_relative_risk,1.5824175824175826,1.5824175824175826
27.5,-82.5,spring_summer,negative_wet_relative_risk,0,0
27.5,-82.5,spring_summer,positive_dry_relative_risk,1,1
27.5,-82.5,spring_summer,negative_dry_relative_risk,1,1
27.5,-80,spring_summer,positive_wet_relative_risk,0,0
27.5,-80,spring_summer,negative_wet_relative_risk,0,0
27.5,-80,spring_summer,positive_dry_relative_risk,1,1
27.5,-80,spring_summer,negative_dry_relative_risk,1,1
27.5,-17.5,spring_summer,positive_wet_relative_risk,0,0
27.5,-17.5,spring_summer,negative_wet_relative_risk,0,0
27.5,-17.5,spring_summer,positive_dry_relative_risk,1,1
27.5,-17.5,spring_summer,negative_dry_relative_risk,1,1
27.5,-17.5,fall_winter,positive_wet_relative_risk,18,2
27.5,-17.5,fall_winter,negative_wet_relative_risk,1,1
27.5,-17.5,fall_winter,positive_dry_relative_risk,1,1
27.5,-17.5,fall_winter,negative_dry_relative_risk,1,1
27.5,-15,spring_summer,positive_wet_relative_risk,0,0
27.5,-15,spring_summer,negative_wet_relative_risk,0,0
27.5,-15,spring_summer,positive_dry_relative_risk,1,1
27.5,-15,spring_summer,negative_dry_relative_risk,1,1
27.5,-10,spring_summer,positive_wet_relative_risk,1,1
27.5,-10,spring_summer,negative_wet_relative_risk,1,1
27.5,-10,spring_summer,positive_dry_relative_risk,1,1
27.5,-10,spring_summer,negative_dry_relative_risk,18,2
27.5,-10,fall_winter,positive_wet_relative_risk,18,2
27.5,-10,fall_winter,negative_wet_relative_risk,18,2
27.5,-10,fall_winter,positive_dry_relative_risk,1,1
27.5,-10,fall_winter,negative_dry_relative_risk,1,1
27.5,-7.5,spring_summer,positive_wet_relative_risk,0,0
27.5,-7.5,spring_summer,negative_wet_relative_risk,0,0
27.5,-7.5,spring_summer,positive_dry_relative_risk,1,1
27.5,-7.5,spring_summer,negative_dry_relative_risk,1,1
27.5,-2.5,fall_winter,positive_wet_relative_risk,1,1
27.5,-2.5,fall_winter,negative_wet_relative_risk,1,1
27.5,-2.5,fall_winter,positive_dry_relative_risk,0,0
27.5,-2.5,fall_winter,negative_dry_relative_risk,0,0
27.5,0,fall_winter,positive_wet_relative_risk,1,1
27.5,0,fall_winter,negative_wet_relative_risk,18,2
27.5,0,fall_winter,positive_dry_relative_risk,1,1
27.5,0,fall_winter,negative_dry_relative_risk,1,1
27.5,25,spring_summer,positive_wet_relative_risk,1,1
27.5,25,spring_summer,negative_wet_relative_risk,1,1
27.5,25,spring_summer,positive_dry_relative_risk,18,2
27.5,25,spring_summer,negative_dry_relative_risk,1,1
27.5,25,fall_winter,positive_wet_relative_risk,18,2
27.5,25,fall_winter,negative_wet_relative_risk,1,1
27.5,25,fall_winter,positive_dry_relative_risk,1,1
27.5,25,fall_winter,negative_dry_relative_risk,1,1
27.5,30,fall_winter,positive_wet_relative_risk,1.8230769230769233,1.8230769230769233
27.5,30,fall_winter,negative_wet_relative_risk,0.6752136752136753,0.6752136752136753
27.5,30,fall_winter,positive_dry_relative_risk,1,1
27.5,30,fall_winter,negative_dry_relative_risk,18,2
27.5,32.5,fall_winter,positive_wet_relative_risk,2.430769230769231,2
27.5,32.5,fall_winter,negative_wet_relative_risk,1.3504273504273505,1.3504273504273505
27.5,32.5,fall_winter,positive_dry_relative_risk,1,1
27.5,32.5,fall_winter,negative_dry_relative_risk,1,1
27.5,35,spring_summer,positive_wet_relative_risk,1,1
27.5,35,spring_summer,negative_wet_relative_risk,18,2
27.5,35,spring_summer,positive_dry_relative_risk,1,1
27.5,35,spring_summer,negative_dry_relative_risk,18,2
27.5,35,fall_winter,positive_wet_relative_risk,18,2
27.5,35,fall_winter,negative_wet_relative_risk,18,2
27.5,35,fall_winter,positive_dry_relative_risk,1,1
27.5,35,fall_winter,negative_dry_relative_risk,1,1
27.5,47.5,fall_winter,positive_wet_relative_risk,18,2
27.5,47.5,fall_winter,negative_wet_relative_risk,1,1
27.5,47.5,fall_winter,positive_dry_relative_risk,1,1
27.5,47.5,fall_winter,negative_dry_relative_risk,1,1
27.5,50,fall_winter,positive_wet_relative_risk,1.5192307692307694,1.5192307692307694
27.5,50,fall_winter,negative_wet_relative_risk,0.6752136752136753,0.6752136752136753
27.5,50,fall_winter,positive_dry_relative_risk,1,1
27.5,50,fall_winter,negative_dry_relative_risk,1,1
27.5,50,spring_summer,positive_wet_relative_risk,0,0
27.5,50,spring_summer,negative_wet_relative_risk,0,0
27.5,50,spring_summer,positive_dry_relative_risk,18,2
27.5,50,spring_summer,negative_dry_relative_risk,18,2
27.5,52.5,fall_winter,positive_wet_relative_risk,0,0
27.5,52.5,fall_winter,negative_wet_relative_risk,0,0
27.5,52.5,fall_winter,positive_dry_relative_risk,1,1
27.5,52.5,fall_winter,negative_dry_relative_risk,1,1
27.5,55,spring_summer,positive_wet_relative_risk,1,1
27.5,55,spring_summer,negative_wet_relative_risk,18,2
27.5,55,spring_summer,positive_dry_relative_risk,1,1
27.5,55,spring_summer,negative_dry_relative_risk,1,1
27.5,55,fall_winter,positive_wet_relative_risk,18,2
27.5,55,fall_winter,negative_wet_relative_risk,1,1
27.5,55,fall_winter,positive_dry_relative_risk,1,1
27.5,55,fall_winter,negative_dry_relative_risk,1,1
27.5,60,spring_summer,positive_wet_relative_risk,0,0
27.5,60,spring_summer,negative_wet_relative_risk,0.7200000000000001,0.7200000000000001
27.5,60,spring_summer,positive_dry_relative_risk,1,1
27.5,60,spring_summer,negative_dry_relative_risk,18,2
27.5,62.5,spring_summer,positive_wet_relative_risk,0,0
27.5,62.5,spring_summer,negative_wet_relative_risk,0,0
27.5,62.5,spring_summer,positive_dry_relative_risk,1,1
27.5,62.5,spring_summer,negative_dry_relative_risk,1,1
27.5,65,fall_winter,positive_wet_relative_risk,0.24307692307692308,0.24307692307692308
27.5,65,fall_winter,negative_wet_relative_risk,0,0
27.5,65,fall_winter,positive_dry_relative_risk,1,1
27.5,65,fall_winter,negative_dry_relative_risk,18,2
27.5,65,spring_summer,positive_wet_relative_risk,0,0
27.5,65,spring_summer,negative_wet_relative_risk,0.39272727272727276,0.39272727272727276
27.5,65,spring_summer,positive_dry_relative_risk,1,1
27.5,65,spring_summer,negative_dry_relative_risk,1,1
27.5,67.5,fall_winter,positive_wet_relative_risk,0.3038461538461539,0.3038461538461539
27.5,67.5,fall_winter,negative_wet_relative_risk,1.3504273504273505,1.3504273504273505
27.5,67.5,fall_winter,positive_dry_relative_risk,1,1
27.5,67.5,fall_winter,negative_dry_relative_risk,1,1
27.5,67.5,spring_summer,positive_wet_relative_risk,0,0
27.5,67.5,spring_summer,negative_wet_relative_risk,0.648,0.648
27.5,67.5,spring_summer,positive_dry_relative_risk,1,1
27.5,67.5,spring_summer,negative_dry_relative_risk,1,1
27.5,70,fall_winter,positive_wet_relative_risk,0,0
27.5,70,fall_winter,negative_wet_relative_risk,0,0
27.5,70,fall_winter,positive_dry_relative_risk,1,1
27.5,70,fall_winter,negative_dry_relative_risk,1,1
27.5,70,spring_summer,positive_wet_relative_risk,0.4747252747252748,0.4747252747252748
27.5,70,spring_summer,negative_wet_relative_risk,1.296,1.296
27.5,70,spring_summer,positive_dry_relative_risk,1,1
27.5,70,spring_summer,negative_dry_relative_risk,1,1
27.5,72.5,spring_summer,positive_wet_relative_risk,0,0
27.5,72.5,spring_summer,negative_wet_relative_risk,0,0
27.5,72.5,spring_summer,positive_dry_relative_risk,18,2
27.5,72.5,spring_summer,negative_dry_relative_risk,1,1
27.5,72.5,fall_winter,positive_wet_relative_risk,1,1
27.5,72.5,fall_winter,negative_wet_relative_risk,1,1
27.5,72.5,fall_winter,positive_dry_relative_risk,1,1
27.5,72.5,fall_winter,negative_dry_relative_risk,18,2
27.5,75,fall_winter,positive_wet_relative_risk,2.430769230769231,2
27.5,75,fall_winter,negative_wet_relative_risk,4.051282051282051,2
27.5,75,fall_winter,positive_dry_relative_risk,0.40512820512820513,0.40512820512820513
27.5,75,fall_winter,negative_dry_relative_risk,1.8005698005698008,1.8005698005698008
27.5,75,spring_summer,positive_wet_relative_risk,0.5394605394605395,0.5394605394605395
27.5,75,spring_summer,negative_wet_relative_risk,0.7854545454545455,0.7854545454545455
27.5,75,spring_summer,positive_dry_relative_risk,2.076923076923077,2
27.5,75,spring_summer,negative_dry_relative_risk,3.7800000000000007,2
27.5,77.5,spring_summer,positive_wet_relative_risk,0,0
27.5,77.5,spring_summer,negative_wet_relative_risk,2.16,2
27.5,77.5,spring_summer,positive_dry_relative_risk,18,2
27.5,77.5,spring_summer,negative_dry_relative_risk,18,2
27.5,77.5,fall_winter,positive_wet_relative_risk,1,1
27.5,77.5,fall_winter,negative_wet_relative_risk,18,2
27.5,77.5,fall_winter,positive_dry_relative_risk,1,1
27.5,77.5,fall_winter,negative_dry_relative_risk,1,1
27.5,80,fall_winter,positive_wet_relative_risk,18,2
27.5,80,fall_winter,negative_wet_relative_risk,18,2
27.5,80,fall_winter,positive_dry_relative_risk,0.6076923076923078,0.6076923076923078
27.5,80,fall_winter,negative_dry_relative_risk,1.3504273504273505,1.3504273504273505
27.5,80,spring_summer,positive_wet_relative_risk,0.07192807192807192,0.07192807192807192
27.5,80,spring_summer,negative_wet_relative_risk,0.4581818181818182,0.4581818181818182
27.5,80,spring_summer,positive_dry_relative_risk,9.494505494505496,2
27.5,80,spring_summer,negative_dry_relative_risk,0,0
27.5,82.5,fall_winter,positive_wet_relative_risk,2.430769230769231,2
27.5,82.5,fall_winter,negative_wet_relative_risk,6.752136752136752,2
27.5,82.5,fall_winter,positive_dry_relative_risk,0,0
27.5,82.5,fall_winter,negative_dry_relative_risk,1.3504273504273505,1.3504273504273505
27.5,82.5,spring_summer,positive_wet_relative_risk,0.423861852433281,0.423861852433281
27.5,82.5,spring_summer,negative_wet_relative_risk,0.6942857142857143,0.6942857142857143
27.5,82.5,spring_summer,positive_dry_relative_risk,1,1
27.5,82.5,spring_summer,negative_dry_relative_risk,1,1
27.5,85,spring_summer,positive_wet_relative_risk,0,0
27.5,85,spring_summer,negative_wet_relative_risk,1.08,1.08
27.5,85,spring_summer,positive_dry_relative_risk,1,1
27.5,85,spring_summer,negative_dry_relative_risk,1,1
27.5,85,fall_winter,positive_wet_relative_risk,1,1
27.5,85,fall_winter,negative_wet_relative_risk,18,2
27.5,85,fall_winter,positive_dry_relative_risk,1,1
27.5,85,fall_winter,negative_dry_relative_risk,1,1
27.5,87.5,spring_summer,positive_wet_relative_risk,0.9494505494505496,0.9494505494505496
27.5,87.5,spring_summer,negative_wet_relative_risk,0.43200000000000005,0.43200000000000005
27.5,87.5,spring_summer,positive_dry_relative_risk,1,1
27.5,87.5,spring_summer,negative_dry_relative_risk,1,1
27.5,87.5,fall_winter,positive_wet_relative_risk,18,2
27.5,87.5,fall_winter,negative_wet_relative_risk,1,1
27.5,87.5,fall_winter,positive_dry_relative_risk,1,1
27.5,87.5,fall_winter,negative_dry_relative_risk,1,1
27.5,90,fall_winter,positive_wet_relative_risk,0,0
27.5,90,fall_winter,negative_wet_relative_risk,0,0
27.5,90,fall_winter,positive_dry_relative_risk,1,1
27.5,90,fall_winter,negative_dry_relative_risk,1,1
27.5,90,spring_summer,positive_wet_relative_risk,0,0
27.5,90,spring_summer,negative_wet_relative_risk,0,0
27.5,90,spring_summer,positive_dry_relative_risk,1,1
27.5,90,spring_summer,negative_dry_relative_risk,1,1
27.5,92.5,spring_summer,positive_wet_relative_risk,0,0
27.5,92.5,spring_summer,negative_wet_relative_risk,0.8640000000000001,0.8640000000000001
27.5,92.5,spring_summer,positive_dry_relative_risk,1,1
27.5,92.5,spring_summer,negative_dry_relative_risk,1,1
27.5,95,spring_summer,positive_wet_relative_risk,0.5934065934065935,0.5934065934065935
27.5,95,spring_summer,negative_wet_relative_risk,1.08,1.08
27.5,95,spring_summer,positive_dry_relative_risk,1,1
27.5,95,spring_summer,negative_dry_relative_risk,1,1
27.5,100,spring_summer,positive_wet_relative_risk,0,0
27.5,100,spring_summer,negative_wet_relative_risk,0,0
27.5,100,spring_summer,positive_dry_relative_risk,1,1
27.5,100,spring_summer,negative_dry_relative_risk,1,1
27.5,102.5,spring_summer,positive_wet_relative_risk,0.7912087912087913,0.7912087912087913
27.5,102.5,spring_summer,negative_wet_relative_risk,0.7200000000000001,0.7200000000000001
27.5,102.5,spring_summer,positive_dry_relative_risk,1,1
27.5,102.5,spring_summer,negative_dry_relative_risk,1,1
27.5,105,spring_summer,positive_wet_relative_risk,0.7303465765004228,0.7303465765004228
27.5,105,spring_summer,negative_wet_relative_risk,0.2076923076923077,0.2076923076923077
27.5,105,spring_summer,positive_dry_relative_risk,4.2725274725274724,2
27.5,105,spring_summer,negative_dry_relative_risk,0,0
27.5,105,fall_winter,positive_wet_relative_risk,1.2153846153846155,1.2153846153846155
27.5,105,fall_winter,negative_wet_relative_risk,0,0
27.5,105,fall_winter,positive_dry_relative_risk,1,1
27.5,105,fall_winter,negative_dry_relative_risk,1,1
27.5,107.5,spring_summer,positive_wet_relative_risk,0,0
27.5,107.5,spring_summer,negative_wet_relative_risk,0,0
27.5,107.5,spring_summer,positive_dry_relative_risk,1,1
27.5,107.5,spring_summer,negative_dry_relative_risk,1,1
27.5,110,fall_winter,positive_wet_relative_risk,0,0
27.5,110,fall_winter,negative_wet_relative_risk,0,0
27.5,110,fall_winter,positive_dry_relative_risk,18,2
27.5,110,fall_winter,negative_dry_relative_risk,1,1
27.5,110,spring_summer,positive_wet_relative_risk,1.0172684458398744,1.0172684458398744
27.5,110,spring_summer,negative_wet_relative_risk,1.8514285714285714,1.8514285714285714
27.5,110,spring_summer,positive_dry_relative_risk,1,1
27.5,110,spring_summer,negative_dry_relative_risk,1,1
27.5,112.5,spring_summer,positive_wet_relative_risk,2.3736263736263736,2
27.5,112.5,spring_summer,negative_wet_relative_risk,0,0
27.5,112.5,spring_summer,positive_dry_relative_risk,1,1
27.5,112.5,spring_summer,negative_dry_relative_risk,1,1
27.5,115,spring_summer,positive_wet_relative_risk,0,0
27.5,115,spring_summer,negative_wet_relative_risk,0.36000000000000004,0.36000000000000004
27.5,115,spring_summer,positive_dry_relative_risk,1,1
